Job Title,EX_level_demand,Description,Technical_Tool,Applicants_Num,Spent($),Client_Country,Hourly_Rate
Web Scraping,Intermediate,Personal Blogs/Portfolios,DataMiner,50+,85300.0,Sweden,24.0
Web Scraping,Intermediate,Telecommunications,Beautiful Soup,10 to 15,43000.0,Germany,16.0
Application Development,Entry Level,Healthcare,InVision,15 to 20,14600.0,Thailand,30.0
Application Development,Intermediate,Media and Entertainment,Adobe XD,20 to 50,89300.0,France,20.0
Website Development,Intermediate,Finance and Banking,Django,15 to 20,81000.0,Belgium,11.0
Website Development,Intermediate,Automotive,Bootstrap,Less than 5,25100.0,Mexico,21.0
Website Development,Intermediate,Energy and Utilities,Express.js,15 to 20,53800.0,China,14.0
Application Development,Intermediate,Insurance,Balsamiq,10 to 15,79000.0,South Korea,28.0
Website Development,Intermediate,Non-Profit and NGOs,Django,20 to 50,47700.0,Argentina,2.0
Website Development,Entry Level,Insurance,Flutter,5 to 10,75900.0,Belgium,11.0
Web Scraping,Intermediate,Real Estate,DataMiner,50+,27300.0,United Kingdom,27.0
Website Development,Intermediate,Insurance,Node.js,20 to 50,42000.0,Argentina,3.0
Web Scraping,Intermediate,Small Business/Local Business,Octoparse,10 to 15,67800.0,Germany,15.0
Website Development,Entry Level,Manufacturing and Industrial,Ruby on Rails,5 to 10,28700.0,Argentina,5.0
Web Scraping,Expert,Retail (Non-E-commerce),Octoparse,20 to 50,69600.0,United States,30.0
Web Scraping,Entry Level,Insurance,Selenium,Less than 5,3300.0,United Kingdom,28.0
Website Development,Intermediate,Manufacturing and Industrial,TypeScript,15 to 20,83900.0,China,14.0
Website Development,Entry Level,Automotive,TypeScript,20 to 50,50500.0,Canada,13.0
Website Development,Intermediate,Manufacturing and Industrial,Laravel,Less than 5,92900.0,Brazil,11.0
Application Development,Entry Level,Healthcare,Proto.io,Less than 5,24000.0,United States,37.0
Application Development,Intermediate,Energy and Utilities,Adobe XD,Less than 5,88800.0,Australia,11.0
Web Scraping,Entry Level,Finance and Banking,WebHarvy,20 to 50,81700.0,Austria,8.0
Web Scraping,Expert,E-Commerce,DataMiner,5 to 10,30000.0,South Korea,23.0
Application Development,Intermediate,Government,Balsamiq,20 to 50,30500.0,South Africa,27.0
Web Scraping,Expert,Automotive,Selenium,10 to 15,76800.0,Poland,20.0
Application Development,Entry Level,E-Commerce,Axure,20 to 50,23200.0,Japan,24.0
Website Development,Entry Level,Professional Services,TypeScript,5 to 10,72700.0,India,19.0
Web Scraping,Intermediate,Professional Services,Beautiful Soup,Less than 5,7900.0,Norway,20.0
Website Development,Expert,Finance and Banking,Flutter,20 to 50,26300.0,France,16.0
Website Development,Intermediate,Hospitality and Travel,Ruby on Rails,10 to 15,14300.0,Brazil,12.0
Web Scraping,Entry Level,Retail (Non-E-commerce),ParseHub,Less than 5,58400.0,South Africa,22.0
Application Development,Expert,Hospitality and Travel,Proto.io,50+,66500.0,United States,34.0
Website Development,Intermediate,Healthcare,Express.js,5 to 10,76000.0,Spain,25.0
Application Development,Intermediate,Government,Axure,50+,71000.0,Saudi Arabia,27.0
Website Development,Expert,Professional Services,Angular,50+,62200.0,Canada,13.0
Application Development,Intermediate,Technology and SaaS,Axure,10 to 15,42700.0,India,21.0
Website Development,Expert,Hospitality and Travel,Next.js,20 to 50,24600.0,Poland,23.0
Application Development,Intermediate,Professional Services,Figma,50+,79800.0,Canada,16.0
Website Development,Entry Level,Small Business/Local Business,Flutter,5 to 10,28400.0,Canada,13.0
Application Development,Expert,Professional Services,InVision,20 to 50,30300.0,Saudi Arabia,27.0
Website Development,Intermediate,Personal Blogs/Portfolios,Ruby on Rails,Less than 5,73300.0,Germany,17.0
Web Scraping,Intermediate,Hospitality and Travel,Selenium,15 to 20,99400.0,Israel,18.0
Website Development,Entry Level,Non-Profit and NGOs,Vue.js,20 to 50,59300.0,Belgium,10.0
Web Scraping,Entry Level,Retail (Non-E-commerce),DataMiner,Less than 5,15200.0,Japan,19.0
Web Scraping,Intermediate,Media and Entertainment,Selenium,Less than 5,46900.0,China,14.0
Website Development,Expert,Hospitality and Travel,Flutter,10 to 15,47100.0,Belgium,11.0
Application Development,Intermediate,Small Business/Local Business,Marvel,10 to 15,27400.0,Switzerland,29.0
Web Scraping,Expert,Finance and Banking,Octoparse,10 to 15,32900.0,India,16.0
Website Development,Intermediate,Finance and Banking,Angular,10 to 15,20100.0,Canada,13.0
Web Scraping,Entry Level,Insurance,DataMiner,15 to 20,62800.0,China,12.0
Website Development,Expert,Personal Blogs/Portfolios,Express.js,15 to 20,45500.0,Indonesia,19.0
Application Development,Intermediate,Telecommunications,Proto.io,10 to 15,19200.0,Israel,23.0
Website Development,Entry Level,Manufacturing and Industrial,Flutter,10 to 15,31100.0,Netherlands,22.0
Application Development,Expert,Insurance,Figma,20 to 50,3400.0,Mexico,24.0
Web Scraping,Entry Level,Energy and Utilities,OutWit Hub,15 to 20,38600.0,Sweden,23.0
Web Scraping,Entry Level,Media and Entertainment,ParseHub,10 to 15,35600.0,Russia,21.0
Web Scraping,Intermediate,Technology,Python,Less than 5,800.0,United States,10.0
Website Development,Intermediate,Technology,Python,Less than 5,200.0,India,18.0
Web Scraping,Expert,Technology,Excel,20 to 50,100.0,United States,40.0
Website Development,Intermediate,Technology,Python,10 to 15,0.0,United States,50.0
Website Development,Intermediate,Technology,MongoDB,10 to 15,,Egypt,15.0
Web Scraping,Intermediate,Technology,Excel,20 to 50,600.0,New Zealand,6.0
Website Development,Intermediate,Technology,HTML,Less than 5,,Philippines,5.0
Web Scraping,Intermediate,Technology,Python,15 to 20,0.0,United States,8.0
Website Development,Intermediate,Technology,Git,20 to 50,20000.0,Australia,16.0
Web Scraping,Expert,Technology,Python,5 to 10,0.0,United States,10.0
Web Scraping,Expert,Healthcare,Python,50+,2000.0,United States,5.0
Web Scraping,Expert,Technology,PHP,20 to 50,3000.0,Australia,30.0
Website Development,Expert,Technology,HTML,50+,4000.0,United States,10.0
Web Scraping,Intermediate,Retail,Excel,Less than 5,20000.0,United States,8.0
Web Scraping,Intermediate,Retail,SQL,5 to 10,100000.0,United States,5.0
Website Development,Expert,Technology,SQL,50+,10000.0,Iceland,30.0
Web Scraping,Intermediate,Technology,Python,15 to 20,100000.0,Israel,8.0
Web Scraping,Expert,Retail,Git,20 to 50,40000.0,Canada,20.0
Web Scraping,Intermediate,Technology,Python,Less than 5,0.0,Albania,5.0
Web Scraping,Expert,Technology,Python,15 to 20,200000.0,United States,20.0
Web Scraping,Intermediate,Finance,Python,20 to 50,20.0,Sweden,8.0
Web Scraping,Expert,Technology,MongoDB,20 to 50,100000.0,United States,30.0
Web Scraping,Expert,Technology,SQL,5 to 10,100000.0,United States,40.0
Web Scraping,Intermediate,Entertainment,HTML,15 to 20,100.0,Brazil,15.0
Website Development,Expert,Technology,JavaScript,20 to 50,10000.0,United States,25.0
Website Development,Intermediate,Technology,Python,5 to 10,0.0,Canada,15.0
Web Scraping,Expert,Retail,Python,Less than 5,0.0,United States,68.0
Website Development,Intermediate,Technology,WordPress,20 to 50,200.0,Canada,10.0
Website Development,Intermediate,Technology,SQL,10 to 15,1000000.0,United States,30.0
Web Scraping,Expert,Technology,JavaScript,50+,100000.0,United States,15.0
Website Development,Expert,Technology,MongoDB,5 to 10,90000.0,New Zealand,8.0
Web Scraping,Intermediate,Technology,React,10 to 15,3000.0,United States,30.0
Website Development,Intermediate,Technology,Python,20 to 50,100000.0,United Kingdom,20.0
Website Development,Intermediate,Technology,Python,10 to 15,0.0,United States,40.0
Website Development,Intermediate,Technology,Python,20 to 50,0.0,Spain,18.0
Web Scraping,Entry Level,Technology,HTML,50+,40000.0,United States,5.0
Website Development,Intermediate,Technology,Python,15 to 20,0.0,Spain,16.0
Web Scraping,Expert,Technology,SQL,Less than 5,70000.0,United States,8.0
Web Scraping,Expert,Technology,Python,10 to 15,300.0,Belgium,20.0
Website Development,Entry Level,Technology,HTML,20 to 50,1000.0,United States,5.0
Website Development,Entry Level,Technology,HTML,10 to 15,1000.0,United States,5.0
Web Scraping,Expert,Technology,Python,Less than 5,0.0,United States,10.0
Web Scraping,Intermediate,Technology,Python,10 to 15,6000.0,United States,8.0
Website Development,Expert,Technology,SQL,20 to 50,4000.0,United States,40.0
Website Development,Intermediate,Technology,JavaScript,Less than 5,1000.0,United States,20.0
Web Scraping,Intermediate,Technology,Python,10 to 15,0.0,United States,8.0
Web Scraping,Intermediate,Real Estate,Python,20 to 50,10000.0,United States,8.0
Website Development,Expert,Technology,SQL,20 to 50,0.0,United States,15.0
Website Development,Intermediate,Technology,HTML,5 to 10,0.0,United States,50.0
Website Development,Expert,Technology,AWS,5 to 10,700.0,United States,100.0
Website Development,Expert,Technology,SQL,Less than 5,80000.0,United States,50.0
Website Development,Intermediate,Technology,WordPress,20 to 50,10000.0,United States,5.0
Web Scraping,Expert,Technology,Python,Less than 5,,Pakistan,3.0
Web Scraping,Expert,Technology,JavaScript,15 to 20,100000.0,United States,25.0
Web Scraping,Intermediate,Technology,C#,50+,0.0,United States,25.0
Web Scraping,Expert,Retail,Python,20 to 50,300.0,United States,20.0
Web Scraping,Expert,Technology,Python,5 to 10,0.0,United States,20.0
Web Scraping,Intermediate,Technology,SQL,5 to 10,0.0,Greece,15.0
Website Development,Expert,Technology,HTML,20 to 50,1000.0,United Arab Emirates,25.0
Web Scraping,Intermediate,Entertainment,Python,20 to 50,70000.0,Kuwait,8.0
Website Development,Intermediate,Technology,Python,20 to 50,0.0,United States,20.0
Website Development,Intermediate,Technology,Django,20 to 50,,Australia,15.0
Website Development,Expert,Technology,Python,20 to 50,90000.0,United States,60.0
Web Scraping,Intermediate,Real Estate,Excel,20 to 50,0.0,Australia,8.0
Web Scraping,Intermediate,Technology,Python,Less than 5,0.0,United States,6.0
Website Development,Expert,Technology,React,50+,7000.0,United States,40.0
Web Scraping,Expert,Technology,Python,20 to 50,1000.0,United States,20.0
Web Scraping,Expert,Technology,TensorFlow,5 to 10,7000.0,Australia,20.0
Website Development,Intermediate,Technology,CSS,50+,,Australia,15.0
Web Scraping,Expert,Manufacturing,SQL,20 to 50,300.0,United States,5.0
Web Scraping,Expert,Technology,Excel,20 to 50,300.0,United States,3.0
Web Scraping,Expert,Technology,Python,20 to 50,6000.0,Australia,15.0
Web Scraping,Expert,Manufacturing,Python,10 to 15,0.0,United Kingdom,20.0
Web Scraping,Intermediate,Real Estate,SQL,20 to 50,0.0,Saudi Arabia,25.0
Web Scraping,Expert,Education,Python,10 to 15,0.0,United States,10.0
Website Development,Expert,Technology,SQL,10 to 15,,Israel,40.0
Website Development,Expert,Technology,CSS,10 to 15,0.0,Italy,10.0
Web Scraping,Intermediate,Education,Excel,Less than 5,3000.0,United States,25.0
Web Scraping,Expert,Healthcare,AWS,10 to 15,5000.0,United Kingdom,5.0
Website Development,Expert,Technology,HTML,50+,2000.0,Germany,20.0
Website Development,Intermediate,Retail,Vue.js,20 to 50,10000.0,United States,15.0
Website Development,Intermediate,Technology,SQL,5 to 10,0.0,Australia,20.0
Web Scraping,Expert,Real Estate,Excel,20 to 50,50.0,Australia,20.0
Web Scraping,Expert,Technology,Python,15 to 20,0.0,India,20.0
Website Development,Intermediate,Technology,HTML,50+,,Canada,15.0
Web Scraping,Intermediate,Retail,HTML,20 to 50,0.0,United States,25.0
Web Scraping,Intermediate,Technology,Excel,10 to 15,0.0,United Kingdom,4.0
Web Scraping,Expert,Technology,Pandas,Less than 5,0.0,Pakistan,10.0
Web Scraping,Intermediate,Retail,Python,20 to 50,1000.0,United Kingdom,8.0
Web Scraping,Intermediate,Technology,PHP,10 to 15,5000.0,Poland,10.0
Web Scraping,Expert,Real Estate,Excel,50+,0.0,United States,35.0
Web Scraping,Intermediate,Technology,HTML,15 to 20,0.0,France,8.0
Web Scraping,Expert,Education,Python,20 to 50,0.0,United States,25.0
Website Development,Intermediate,Technology,Node.js,20 to 50,0.0,Ireland,20.0
Web Scraping,Intermediate,Technology,JavaScript,10 to 15,0.0,United States,10.0
Website Development,Intermediate,Technology,Node.js,20 to 50,0.0,Canada,15.0
Web Scraping,Intermediate,Technology,Python,10 to 15,0.0,Hong Kong,5.0
Web Scraping,Intermediate,Manufacturing,Excel,20 to 50,10000.0,United States,8.0
Web Scraping,Expert,Technology,PHP,20 to 50,500.0,United States,10.0
Website Development,Expert,Technology,MongoDB,5 to 10,30000.0,United States,25.0
Web Scraping,Expert,Technology,SQL,50+,20000.0,Australia,35.0
Web Scraping,Entry Level,Education,Excel,20 to 50,100.0,United States,5.0
Website Development,Expert,Technology,Ruby,Less than 5,100000.0,Uruguay,30.0
Web Scraping,Entry Level,Education,Excel,15 to 20,100.0,United States,20.0
Web Scraping,Intermediate,Technology,SQL,20 to 50,100000.0,Canada,5.0
Website Development,Intermediate,Technology,HTML,50+,70.0,United States,40.0
Web Scraping,Expert,Technology,Python,15 to 20,0.0,United Arab Emirates,18.0
Web Scraping,Intermediate,Finance,Python,15 to 20,20000.0,United States,20.0
Web Scraping,Entry Level,Technology,Node.js,Less than 5,100000.0,Switzerland,10.0
Website Development,Intermediate,Technology,Python,15 to 20,100.0,United Kingdom,16.0
Web Scraping,Expert,Technology,Excel,20 to 50,0.0,United Kingdom,18.0
Web Scraping,Entry Level,Transportation,PHP,5 to 10,0.0,Turkey,5.0
Website Development,Entry Level,Technology,HTML,20 to 50,0.0,United States,4.0
Web Scraping,Intermediate,Technology,SQL,10 to 15,100.0,Australia,10.0
Website Development,Expert,Technology,SQL,5 to 10,2000000.0,United States,9.0
Website Development,Expert,Retail,SQL,20 to 50,10000.0,United States,20.0
Website Development,Intermediate,Technology,SQL,10 to 15,1000000.0,United States,30.0
Website Development,Intermediate,Technology,Django,50+,800.0,Czech Republic,10.0
Web Scraping,Intermediate,Technology,Python,20 to 50,,Netherlands,8.0
Website Development,Intermediate,Technology,CSS,20 to 50,0.0,United States,15.0
Web Scraping,Expert,Entertainment,Python,5 to 10,0.0,Germany,10.0
Website Development,Intermediate,Technology,HTML,15 to 20,80.0,Israel,5.0
Website Development,Intermediate,Technology,Node.js,20 to 50,0.0,United States,40.0
Web Scraping,Entry Level,Retail,SQL,20 to 50,0.0,Canada,5.0
Website Development,Entry Level,Technology,Python,20 to 50,0.0,Germany,12.0
Website Development,Intermediate,Technology,Django,20 to 50,0.0,Czech Republic,20.0
Website Development,Intermediate,Technology,JavaScript,15 to 20,10000.0,United States,10.0
Web Scraping,Expert,Technology,Java,Less than 5,200.0,United States,5.0
Website Development,Intermediate,Technology,Vue.js,15 to 20,0.0,United States,16.0
Website Development,Entry Level,Technology,Python,20 to 50,0.0,United States,60.0
Web Scraping,Intermediate,Technology,Python,5 to 10,0.0,United States,8.0
Web Scraping,Expert,Retail,Python,20 to 50,300000.0,United States,18.0
Website Development,Intermediate,Technology,HTML,10 to 15,3000.0,Germany,8.0
Web Scraping,Entry Level,Entertainment,Excel,15 to 20,50000.0,Australia,5.0
Web Scraping,Expert,Finance,Python,10 to 15,0.0,United States,28.0
Web Scraping,Entry Level,Education,Excel,15 to 20,0.0,United States,5.0
Website Development,Expert,Technology,SQL,50+,9000.0,Canada,25.0
Web Scraping,Intermediate,Technology,Angular,Less than 5,0.0,United States,5.0
Website Development,Intermediate,Technology,React,20 to 50,200000.0,United States,16.0
Web Scraping,Entry Level,Technology,Excel,10 to 15,0.0,United States,5.0
Web Scraping,Entry Level,Education,Excel,20 to 50,100.0,United States,5.0
Website Development,Expert,Technology,HTML,20 to 50,0.0,United States,25.0
Web Scraping,Expert,Technology,Python,10 to 15,0.0,United States,25.0
Website Development,Expert,Technology,CSS,20 to 50,0.0,Hong Kong,25.0
Website Development,Expert,Technology,Ruby,10 to 15,400000.0,United States,22.0
Web Scraping,Expert,Legal,Excel,15 to 20,,United States,18.0
Web Scraping,Expert,Technology,HTML,10 to 15,0.0,United States,7.0
Website Development,Intermediate,Technology,HTML,50+,30000.0,United Kingdom,40.0
Web Scraping,Expert,Technology,Pandas,Less than 5,0.0,India,10.0
Website Development,Intermediate,Technology,SQL,10 to 15,1000000.0,United States,20.0
Website Development,Intermediate,Technology,SQL,20 to 50,40000.0,Switzerland,15.0
Website Development,Intermediate,Technology,Python,10 to 15,0.0,Nigeria,15.0
Web Scraping,Entry Level,Marketing,JavaScript,5 to 10,0.0,France,5.0
Web Scraping,Intermediate,Technology,Excel,15 to 20,0.0,United States,8.0
Web Scraping,Expert,Technology,Python,5 to 10,100000.0,United States,4.0
Website Development,Expert,Technology,SQL,20 to 50,500.0,United States,70.0
Website Development,Expert,Technology,JavaScript,20 to 50,0.0,United States,65.0
Website Development,Expert,Technology,HTML,20 to 50,0.0,United States,50.0
Web Scraping,Intermediate,Technology,Python,5 to 10,0.0,United Kingdom,8.0
Website Development,Expert,Technology,JavaScript,10 to 15,10.0,United States,25.0
Web Scraping,Intermediate,Retail,JavaScript,15 to 20,60000.0,United Kingdom,8.0
Web Scraping,Intermediate,Technology,Vue.js,15 to 20,10000.0,United States,40.0
Web Scraping,Entry Level,Education,Python,5 to 10,0.0,United States,12.0
Website Development,Intermediate,Technology,SQL,5 to 10,1000000.0,United States,30.0
Website Development,Expert,Technology,C#,10 to 15,0.0,Switzerland,40.0
Website Development,Expert,Technology,HTML,10 to 15,1000.0,Canada,5.0
Website Development,Expert,Technology,React,20 to 50,10000.0,Israel,40.0
Website Development,Expert,Technology,Python,Less than 5,20000.0,United States,20.0
Website Development,Expert,Technology,HTML,50+,2000.0,France,25.0
Website Development,Expert,Technology,React,10 to 15,500000.0,Australia,15.0
Website Development,Intermediate,Technology,C#,20 to 50,10000.0,United States,25.0
Web Scraping,Intermediate,Technology,HTML,10 to 15,0.0,France,15.0
Website Development,Expert,Technology,C#,20 to 50,0.0,Norway,30.0
Website Development,Intermediate,Technology,JavaScript,Less than 5,800.0,United States,3.0
Website Development,Expert,Technology,Flutter,20 to 50,100000.0,United States,30.0
Website Development,Expert,Technology,HTML,10 to 15,0.0,Dominican Republic,15.0
Website Development,Intermediate,Technology,HTML,Less than 5,0.0,United Kingdom,15.0
Website Development,Expert,Entertainment,HTML,Less than 5,0.0,United Arab Emirates,20.0
Website Development,Intermediate,Technology,SQL,Less than 5,0.0,United States,35.0
Website Development,Intermediate,Retail,WordPress,Less than 5,0.0,France,16.0
Website Development,Intermediate,Technology,HTML,5 to 10,0.0,Pakistan,29.0
Website Development,Intermediate,Technology,HTML,Less than 5,0.0,United Kingdom,15.0
Website Development,Expert,Technology,WordPress,20 to 50,60000.0,United States,20.0
Website Development,Intermediate,Technology,SQL,Less than 5,0.0,Turkey,50.0
Website Development,Expert,Technology,Vue.js,15 to 20,,Netherlands,25.0
Website Development,Intermediate,Hospitality,WordPress,20 to 50,1000.0,United States,15.0
Website Development,Expert,Technology,HTML,10 to 15,0.0,Dominican Republic,15.0
Website Development,Intermediate,Technology,WordPress,20 to 50,2000.0,United States,10.0
Website Development,Intermediate,Technology,HTML,20 to 50,8000.0,Puerto Rico,15.0
Website Development,Intermediate,Retail,HTML,5 to 10,100000.0,Canada,7.0
Website Development,Intermediate,Finance,HTML,5 to 10,0.0,Lebanon,10.0
Website Development,Expert,Technology,CSS,15 to 20,9000.0,United States,40.0
Website Development,Expert,Technology,HTML,20 to 50,0.0,Mexico,45.0
Website Development,Expert,Retail,PHP,20 to 50,0.0,Germany,25.0
Website Development,Expert,Technology,HTML,15 to 20,90000.0,Australia,37.5
Website Development,Intermediate,Technology,HTML,20 to 50,0.0,Pakistan,20.0
Website Development,Intermediate,Technology,CSS,5 to 10,200000.0,United States,5.0
Website Development,Intermediate,Technology,HTML,10 to 15,300000.0,United States,25.0
Website Development,Expert,Technology,HTML,10 to 15,0.0,United States,25.0
Website Development,Expert,Technology,CSS,20 to 50,,Malaysia,25.0
Website Development,Intermediate,Technology,WordPress,20 to 50,200.0,Ireland,15.0
Website Development,Intermediate,Retail,HTML,Less than 5,0.0,United States,25.0
Website Development,Entry Level,Manufacturing,WordPress,Less than 5,0.0,Iceland,15.0
Website Development,Intermediate,Technology,HTML,20 to 50,600.0,Germany,5.0
Website Development,Intermediate,Technology,HTML,20 to 50,0.0,Pakistan,15.0
Website Development,Intermediate,Technology,React,50+,500.0,United States,20.0
Website Development,Intermediate,Technology,PHP,15 to 20,0.0,Kenya,5.0
Website Development,Expert,Retail,PHP,20 to 50,0.0,Germany,30.0
Website Development,Intermediate,Technology,WordPress,10 to 15,200000.0,United States,6.0
Website Development,Intermediate,Technology,HTML,Less than 5,0.0,India,15.0
Website Development,Expert,Technology,Django,5 to 10,100.0,United States,40.0
Website Development,Expert,Technology,CSS,20 to 50,0.0,Germany,30.0
Website Development,Expert,Technology,HTML,20 to 50,10000.0,Canada,30.0
Website Development,Expert,Real Estate,Django,20 to 50,0.0,United States,25.0
Website Development,Expert,Technology,HTML,5 to 10,0.0,United States,60.0
Website Development,Intermediate,Technology,HTML,Less than 5,20000.0,United States,30.0
Website Development,Intermediate,Technology,CSS,5 to 10,0.0,United States,15.0
Website Development,Intermediate,Marketing,WordPress,Less than 5,,United States,25.0
Website Development,Intermediate,Technology,WordPress,20 to 50,60000.0,Germany,15.0
Website Development,Expert,Technology,SQL,10 to 15,0.0,Canada,25.0
Website Development,Entry Level,Technology,HTML,20 to 50,0.0,New Zealand,12.0
Website Development,Intermediate,Technology,CSS,20 to 50,20000.0,United States,15.0
Website Development,Intermediate,Technology,Git,20 to 50,40.0,Romania,16.0
Website Development,Intermediate,Technology,Angular,15 to 20,20.0,India,15.0
Website Development,Intermediate,Entertainment,WordPress,50+,1000.0,United States,35.0
Website Development,Intermediate,Technology,CSS,20 to 50,0.0,Spain,15.0
Website Development,Intermediate,Technology,MongoDB,15 to 20,0.0,India,5.0
Website Development,Intermediate,Technology,Git,50+,2000.0,Saudi Arabia,8.0
Website Development,Expert,Technology,HTML,15 to 20,2000.0,Germany,3.0
Website Development,Entry Level,Technology,HTML,20 to 50,1000.0,United States,35.0
Website Development,Intermediate,Technology,HTML,5 to 10,0.0,United States,25.0
Website Development,Expert,Technology,Node.js,20 to 50,0.0,United States,40.0
Web Scraping,Expert,Technology,SQL,20 to 50,0.0,Sweden,30.0
Website Development,Intermediate,Technology,CSS,50+,0.0,United Kingdom,30.0
Website Development,Expert,Technology,React,20 to 50,70000.0,United States,15.0
Website Development,Expert,Technology,WordPress,20 to 50,2000.0,Switzerland,10.0
Website Development,Intermediate,Technology,HTML,20 to 50,0.0,United States,15.0
Website Development,Intermediate,Retail,WordPress,20 to 50,0.0,United Kingdom,15.0
Website Development,Expert,Technology,CSS,10 to 15,200000.0,United States,65.0
Website Development,Expert,Technology,Ruby,20 to 50,,Netherlands,40.0
Website Development,Expert,Technology,React,15 to 20,0.0,India,10.0
Website Development,Intermediate,Technology,HTML,15 to 20,0.0,Germany,10.0
Website Development,Intermediate,Technology,PHP,Less than 5,0.0,United Kingdom,15.0
Website Development,Intermediate,Retail,PHP,15 to 20,0.0,United Kingdom,15.0
Website Development,Intermediate,Technology,CSS,20 to 50,2000.0,India,15.0
Website Development,Intermediate,Technology,PHP,20 to 50,2000.0,India,15.0
Website Development,Intermediate,Retail,SQL,10 to 15,1000.0,United States,15.0
Website Development,Intermediate,Technology,HTML,10 to 15,400.0,India,15.0
Website Development,Expert,Retail,SQL,Less than 5,1000.0,Australia,10.0
Website Development,Expert,Technology,Django,5 to 10,20000.0,Estonia,30.0
Website Development,Intermediate,Technology,HTML,5 to 10,70000.0,India,10.0
Website Development,Intermediate,Education,SQL,20 to 50,0.0,Spain,15.0
Website Development,Expert,Technology,SQL,50+,0.0,United States,25.0
Website Development,Intermediate,Technology,HTML,20 to 50,0.0,Spain,16.0
Website Development,Expert,Technology,CSS,20 to 50,,United States,5.0
Website Development,Intermediate,Technology,SQL,20 to 50,10000.0,Australia,10.0
Website Development,Entry Level,Technology,WordPress,5 to 10,0.0,India,3.0
Website Development,Expert,Technology,HTML,10 to 15,70000.0,United States,40.0
Website Development,Expert,Technology,WordPress,20 to 50,10000.0,Canada,15.0
Website Development,Expert,Technology,HTML,Less than 5,0.0,United States,20.0
Website Development,Intermediate,Technology,MongoDB,20 to 50,600.0,India,3.0
Website Development,Expert,Retail,WordPress,10 to 15,8000.0,United States,10.0
Website Development,Intermediate,Technology,HTML,20 to 50,2000.0,Australia,10.0
Website Development,Intermediate,Retail,WordPress,15 to 20,0.0,United States,10.0
Website Development,Expert,Technology,HTML,20 to 50,3000.0,United States,35.0
Website Development,Expert,Technology,SQL,20 to 50,0.0,Singapore,10.0
Website Development,Entry Level,Technology,HTML,5 to 10,0.0,Egypt,12.0
Website Development,Intermediate,Retail,HTML,20 to 50,1000.0,United States,15.0
Website Development,Intermediate,Technology,HTML,15 to 20,200.0,United States,40.0
Website Development,Intermediate,Technology,SQL,10 to 15,0.0,United States,5.0
Website Development,Expert,Technology,Flutter,50+,0.0,United States,25.0
Website Development,Intermediate,Technology,HTML,10 to 15,4000.0,Australia,17.0
Website Development,Intermediate,Healthcare,HTML,20 to 50,70000.0,United States,5.0
Website Development,Intermediate,Technology,HTML,Less than 5,0.0,Australia,10.0
Website Development,Expert,Technology,CSS,50+,30000.0,Singapore,15.0
Website Development,Expert,Technology,HTML,50+,0.0,United States,25.0
Website Development,Expert,Technology,HTML,20 to 50,0.0,United States,65.0
Website Development,Expert,Technology,React,20 to 50,,United States,24.0
Website Development,Intermediate,Marketing,HTML,50+,100000.0,United States,15.0
Website Development,Expert,Technology,HTML,15 to 20,0.0,United States,33.0
Website Development,Intermediate,Technology,HTML,50+,100000.0,Netherlands,13.0
Website Development,Expert,Technology,MongoDB,20 to 50,0.0,United States,25.0
Website Development,Intermediate,Technology,HTML,10 to 15,0.0,United Kingdom,15.0
Website Development,Expert,Technology,Python,Less than 5,0.0,Japan,5.0
Website Development,Expert,Technology,Python,Less than 5,0.0,Japan,5.0
Website Development,Expert,Retail,SQL,10 to 15,0.0,United States,60.0
Website Development,Expert,Technology,Python,Less than 5,0.0,Japan,5.0
Website Development,Intermediate,Technology,PHP,10 to 15,0.0,Pakistan,15.0
Website Development,Intermediate,Technology,HTML,Less than 5,100000.0,Costa Rica,11.0
Website Development,Expert,Technology,Firebase,5 to 10,400000.0,United States,25.0
Website Development,Intermediate,Technology,HTML,10 to 15,4000.0,Australia,17.0
Website Development,Intermediate,Entertainment,MongoDB,10 to 15,5000.0,Australia,15.0
Website Development,Expert,Technology,React,50+,0.0,United States,25.0
Website Development,Intermediate,Technology,Flutter,5 to 10,200000.0,United States,15.0
Website Development,Expert,Technology,Node.js,20 to 50,,United States,5.0
Website Development,Intermediate,Entertainment,HTML,Less than 5,600.0,United States,3.0
Website Development,Intermediate,Technology,SQL,Less than 5,0.0,United Kingdom,15.0
Website Development,Intermediate,Marketing,WordPress,10 to 15,0.0,United States,5.0
Website Development,Expert,Technology,HTML,20 to 50,0.0,Australia,20.0
Website Development,Intermediate,Retail,MongoDB,5 to 10,60.0,United States,40.0
